Year,Quarter,Month,Day,Country,Aircraft,Location,Operator,Ground,Aboard,Month_Num,Month_Name,Date,Fatalities_Air,Survived,Survival_Rate,Fatality_Rate,Total_Deaths,Manufacturer,Total_Fatalities,YearMonth
1977,Qtr 2,April,27,Guatemala,Convair CV 440TG,Guatemala City Guatemala,Aviateca,0,28,4,April,1977-04-27,28,0,0.0,1.0,28,Convair,28,1977-04
2007,Qtr 2,April,25,Guyana,Pilatus Britten Norman BN 2A,Near Kopinang Guyana,Services Air,0,5,4,April,2007-04-25,3,2,40.0,0.6,3,Pilatus Britten Norman,3,2007-04
1992,Qtr 2,April,22,Hawaii,Beechcraft E18SN342E,Mt. Haleakala Hawaii,Tours Air Scenic,0,9,4,April,1992-04-22,9,0,0.0,1.0,9,Beechcraft,9,1992-04
1988,Qtr 2,April,28,Hawaii,Boeing B 737,Maui Hawaii,Airlines Aloha,0,95,4,April,1988-04-28,1,94,98.94736842105263,0.010526315789473684,1,Boeing,1,1988-04
1997,Qtr 2,April,1,Honduras,Lockheed C 130H Hercules88,Tegucigalpa Honduras,Force Air U.S. - Military,0,10,4,April,1997-04-01,3,7,70.0,0.3,3,Lockheed,3,1997-04
1961,Qtr 2,April,18,Hong,C 47(DC,Mount Parker Hong,Force Air US - KongMilitary,0,15,4,April,1961-04-18,14,1,6.666666666666667,0.9333333333333333,14,C,14,1961-04
1951,Qtr 2,April,9,Hong,Douglas DC 3HS,Cape d'Arguilar Hong,Airways KongSiamese,0,16,4,April,1951-04-09,16,0,0.0,1.0,16,Douglas,16,1951-04
1927,Qtr 2,April,15,Idaho,Swallow Swallow?,King Hill Idaho,Lines Air Varney,0,1,4,April,1927-04-15,1,0,0.0,1.0,1,Swallow Swallow?,1,1927-04
1993,Qtr 2,April,26,India,Boeing B 737,Aurangabad India,Airlines Indian,0,118,4,April,1993-04-26,55,63,53.38983050847458,0.4661016949152542,55,Boeing,55,1993-04
1954,Qtr 2,April,30,India,Douglas C 47A,Near Calcutta India,Aviation Darbhanga,0,11,4,April,1954-04-30,5,6,54.54545454545454,0.45454545454545453,5,Douglas,5,1954-04
1952,Qtr 2,April,10,India,Douglas C 47AVT,Agartala India,Airlines Kalinga,0,4,4,April,1952-04-10,4,0,0.0,1.0,4,Douglas,4,1952-04
1950,Qtr 2,April,5,India,Douglas C 47AVT,Hatiara India,Airways Deccan,0,3,4,April,1950-04-05,3,0,0.0,1.0,3,Douglas,3,1950-04
1953,Qtr 2,April,14,India,Douglas C 47AVT,Near Guwahati India,Airways,0,3,4,April,1953-04-14,3,0,0.0,1.0,3,Douglas,3,1953-04
2011,Qtr 2,April,19,India Pawan,Mil Mi 172 VT,Tawang India Pawan,Ltd. Helicopters Hans,0,23,4,April,2011-04-19,18,5,21.73913043478261,0.782608695652174,18,Mil,18,2011-04
1951,Qtr 2,April,28,Indiana,Douglas DC 3N16088,Fort Wayne Indiana,Lines Air United,0,11,4,April,1951-04-28,11,0,0.0,1.0,11,Douglas,11,1951-04
1927,Qtr 2,April,22,Indiana,Douglas M 4626,Goshen Indiana,Service Mail Aerial US,0,1,4,April,1927-04-22,1,0,0.0,1.0,1,Douglas,1,1927-04
1932,Qtr 2,April,21,Indiana,Stearman C 3MBNC6412,Fort Wayne Indiana,Airlines Transamerica,0,1,4,April,1932-04-21,1,0,0.0,1.0,1,Stearman,1,1932-04
2013,Qtr 2,April,13,Indonesia,Boeing B 737,Denpasar Indonesia,Air Lion,0,108,4,April,2013-04-13,0,108,100.0,0.0,0,Boeing,0,2013-04
1997,Qtr 2,April,19,Indonesia,British Aerospace ATPPK MTX,Tanjung Pandan Indonesia,Airlines Nusantara Merpati,0,53,4,April,1997-04-19,15,38,71.69811320754717,0.2830188679245283,15,British Aerospace,15,1997-04
2009,Qtr 2,April,9,Indonesia,British Aerospace BAe 146,Near Wamena Indonesia,Mandiri Aviastar,0,6,4,April,2009-04-09,6,0,0.0,1.0,6,British Aerospace,6,2009-04
1994,Qtr 2,April,25,Indonesia,Britten Norman BN 2A,Nanga Pinoh Indonesia,Services Air Dirgantara,0,11,4,April,1994-04-25,11,0,0.0,1.0,11,Britten Norman,11,1994-04
2005,Qtr 2,April,12,Indonesia,de Havilland Canada DHC 6 Twin Otter 100PK,Enarotali Indonesia,Air GT,0,18,4,April,2005-04-12,18,0,0.0,1.0,18,de Havilland Canada,18,2005-04
1981,Qtr 2,April,28,Indonesia,Douglas C 47A,Pekanbaru Indonesia,Indonesia Airfast - Private,0,17,4,April,1981-04-28,15,2,11.76470588235294,0.8823529411764706,15,Douglas,15,1981-04
2009,Qtr 2,April,6,Indonesia,Fokker F 27 Friendship 400MA,Bandung Indonesia,Force Air Indonesian - Military,0,24,4,April,2009-04-06,24,0,0.0,1.0,24,Fokker,24,2009-04
1987,Qtr 2,April,4,Indonesia,McDonnell Douglas DC 9,Medan-Polonia Indonesia,Airlines Indonesia Garuda,0,45,4,April,1987-04-04,27,18,40.0,0.6,27,McDonnell Douglas,27,1987-04
1993,Qtr 2,April,19,Iowa,Mitsubishi MU 2B,Zwingle Iowa,Private,0,8,4,April,1993-04-19,8,0,0.0,1.0,8,Mitsubishi,8,1993-04
2005,Qtr 2,April,20,Iran,Boeing B 707,Tehran Iran,Services Airline Saha,0,169,4,April,2005-04-20,3,166,98.22485207100591,0.01775147928994083,3,Boeing,3,2005-04
1992,Qtr 2,April,26,Iran,Fokker F 27 Friendship 400M5,Saveh Iran,Services Airline Saha,0,39,4,April,1992-04-26,39,0,0.0,1.0,39,Fokker,39,1992-04
1967,Qtr 2,April,17,Iran,Lockheed C 130B5,Near Mamuniyeh Iran,Force Air Iranian Imperial - Military,0,23,4,April,1967-04-17,23,0,0.0,1.0,23,Lockheed,23,1967-04
1980,Qtr 2,April,24,Iran,Lockheed EC 130E Hercules62,Posht-i-Badam Iran,Force Air U.S. - Military,0,7,4,April,1980-04-24,5,2,28.57142857142857,0.7142857142857143,5,Lockheed,5,1980-04
1957,Qtr 2,April,20,Iraq,Lockheed Super ConstellationF BGNE,Jirkouk Iraq,France Air,0,0,4,April,1957-04-20,1,-1,-inf,Unknown,1,Lockheed Super,1,1957-04
2005,Qtr 2,April,21,Iraq,Mil Mi 8?,Near Baghdad Iraq,Bulgarian - Military,0,11,4,April,2005-04-21,11,0,0.0,1.0,11,Mil,11,2005-04
1948,Qtr 2,April,15,Ireland,Lockheed L 049,Shannon Ireland,Airways World American Pan,0,31,4,April,1948-04-15,30,1,3.225806451612903,0.967741935483871,30,Lockheed,30,1948-04
1945,Qtr 2,April,23,Isle,B17G Flying Fortress43 38856,North Barrule Isle,England Man of Military - U.S. Air Force,0,31,4,April,1945-04-23,31,0,0.0,1.0,31,B17G Flying,31,1945-04
1954,Qtr 2,April,8,Italy,de Havilland DH106 Comet 1G ALYY,Off Stromboli Italy,leased from British Overseas Airways Airways African South,0,21,4,April,1954-04-08,21,0,0.0,1.0,21,de Havilland DH106 Comet,21,1954-04
1970,Qtr 2,April,25,Italy,Fairchild C 119GMM52,Rivolto Italy,Force Air Italian - Military,0,19,4,April,1970-04-25,17,2,10.526315789473683,0.8947368421052632,17,Fairchild,17,1970-04
1972,Qtr 2,April,16,Italy,Fokker F 27 Friendship 200I,Near Ardinello di Amaseno Italy,Italiani Transporti Aero,0,18,4,April,1972-04-16,18,0,0.0,1.0,18,Fokker,18,1972-04
1938,Qtr 2,April,30,Italy,Junkers JU 52I,Near Formia Italy,Littoria Ala,0,19,4,April,1938-04-30,19,0,0.0,1.0,19,Junkers,19,1938-04
1936,Qtr 2,April,15,Italy,OFM F VIIb/3mI,Near Turin Italy,Italiane Linee Avio,0,7,4,April,1936-04-15,7,0,0.0,1.0,7,OFM,7,1936-04
1953,Qtr 2,April,10,Jamaica,Lockheed 18 56 LodeStarVP,Off Kingston Jamaica,Airways International Caribbean,0,13,4,April,1953-04-10,13,0,0.0,1.0,13,Lockheed,13,1953-04
1950,Qtr 2,April,21,Japan,Douglas C 54D42,Near Atsugi Japan,Force Air U.S. - Military,0,35,4,April,1950-04-21,35,0,0.0,1.0,35,Douglas,35,1950-04
1983,Qtr 2,April,19,Japan,Kawasaki C 1 / Kawasaki C,Near Toba Japan,Force Self-Defence Air Japan,0,14,4,April,1983-04-19,14,0,0.0,1.0,14,Kawasaki,14,1983-04
1952,Qtr 2,April,9,Japan,Martin 202N93043,Mihara Volcano Japan,Lines Air Japan,0,37,4,April,1952-04-09,37,0,0.0,1.0,37,Martin,37,1952-04
1983,Qtr 2,April,26,Japan,Shin Meiwa PS 15801,Iwakuni AB Japan,Force Defense Self Maritime Japan - Military,0,14,4,April,1983-04-26,11,3,21.428571428571427,0.7857142857142857,11,Shin Meiwa,11,1983-04
1957,Qtr 2,April,17,Jordan,Vickers Valetta C Mk.1VW832,Near El Quweira Jordan,Force Air -Royal Military,0,24,4,April,1957-04-17,24,0,0.0,1.0,24,Vickers Valetta,24,1957-04
1987,Qtr 2,April,13,Kansas,Boeing 707 351CN144SP,Kansas City Kansas,Express Air Burlington,0,4,4,April,1987-04-13,4,0,0.0,1.0,4,Boeing,4,1987-04
1992,Qtr 2,April,14,Kenya,de Havilland DHC 5 Buffalo218,Nairobi Kenya,Force Air Kenyan - Military,6,46,4,April,1992-04-14,46,0,0.0,1.0,52,De Havilland,52,1992-04
2006,Qtr 2,April,10,Kenya,Harbin Yunshuji Y 12,Marsabit Kenya,Force Air Kenya - Military,0,17,4,April,2006-04-10,14,3,17.647058823529413,0.8235294117647058,14,Harbin Yunshuji,14,2006-04
1954,Qtr 2,April,13,Laos,Lockheed 18 LodestarF OALK,Xieng Kouang Laos,Raviteillement de Indochinoise Societe,0,23,4,April,1954-04-13,16,7,30.434782608695656,0.6956521739130435,16,Lockheed 18,16,1954-04
1972,Qtr 2,April,24,Laos,Pilatus PC6CH2N391R,Nyot Mo Laos,America Air,0,10,4,April,1972-04-24,4,6,60.0,0.4,4,Pilatus,4,1972-04
1992,Qtr 2,April,7,Libya,Antonov AN 24RVJ5,Near Sarra Libya,Bissau Air,0,13,4,April,1992-04-07,3,10,76.92307692307693,0.23076923076923078,3,Antonov,3,1992-04
1968,Qtr 2,April,8,London,Boeing B 707,Heathrow Airport London,England British Overseas Airways,0,127,4,April,1968-04-08,5,122,96.06299212598425,0.03937007874015748,5,Boeing,5,1968-04
1953,Qtr 2,April,10,Madagascar,Junkers JU 5/,Miandivazo Madagascar,France Air,0,15,4,April,1953-04-10,4,11,73.33333333333333,0.26666666666666666,4,Junkers,4,1953-04
1946,Qtr 2,April,5,Malta,Vickers Wellington bomberHE 274,Rabat Malta,Navy British Royal - Military,16,4,4,April,1946-04-05,4,0,0.0,1.0,20,Vickers Wellington,20,1946-04
2010,Qtr 2,April,13,Mexico,Airbus A300B4 203FXA,Monterey Mexico,Union Company Freight Airborne,2,5,4,April,2010-04-13,5,0,0.0,1.0,7,Airbus,7,2010-04
2014,Qtr 2,April,19,Mexico,British Aerospace BAe 125 700A HawkerXA,Ramos Arizpe Mexico,Comerciales Aereas Lineas,0,8,4,April,2014-04-19,8,0,0.0,1.0,8,British Aerospace BAe,8,2014-04
1957,Qtr 2,April,15,Mexico,Consolidated B 24JXA,Merida Mexico,Mexicanos Aéreos Transportes,1,3,4,April,1957-04-15,3,0,0.0,1.0,4,Consolidated,4,1957-04
1959,Qtr 2,April,17,Mexico,Curtiss C 46F,Puerto Kino Mexico,Voladores Tigres,0,26,4,April,1959-04-17,26,0,0.0,1.0,26,Curtiss,26,1959-04
1968,Qtr 2,April,10,Mexico,Douglas DC 3XA,Near Mexico City Mexico,Rojas Aerovias,0,18,4,April,1968-04-10,18,0,0.0,1.0,18,Douglas,18,1968-04
1958,Qtr 2,April,6,Michigan,Vickers Viscount 745DN7437,Freeland Michigan,Airlines Capital,0,47,4,April,1958-04-06,47,0,0.0,1.0,47,Vickers Viscount,47,1958-04
2008,Qtr 2,April,11,Moldova,Antonov An 32ST,Chrisinau Moldova,Transportation Kata,0,8,4,April,2008-04-11,8,0,0.0,1.0,8,Antonov,8,2008-04
1993,Qtr 2,April,23,Mongolia,Antonov AN 26BBHMAY,Zavnah Mongolia,Airlines Mongolian - MIAT,0,40,4,April,1993-04-23,32,8,20.0,0.8,32,Antonov,32,1993-04
1970,Qtr 2,April,1,Morocco,Aerospatiale Caravelle 3CN CCV,Casablanca Morocco,Maroc Air Royal,0,82,4,April,1970-04-01,61,21,25.609756097560975,0.7439024390243902,61,Aerospatiale Caravelle,61,1970-04
1939,Qtr 2,April,3,Morocco,Caudron C.635 SimounF AOOT,Near Marrakech Morocco,France Air,0,9,4,April,1939-04-03,9,0,0.0,1.0,9,Caudron C.635,9,1939-04
1976,Qtr 2,April,23,Gulf of MexicoPetroleum Helicopter,Bell 205 A 1 helicopterN8167J,Gulf of MexicoPetroleum Helicopter,Unknown Operator,0,12,4,April,1976-04-23,12,0,0.0,1.0,12,Bell 205,12,1976-04
1962,Qtr 2,April,19,U.S. Air Force,Douglas C 47?,Near Hong KongMilitary - U.S. Air Force,Unknown Operator,0,16,4,April,1962-04-19,15,1,6.25,0.9375,15,Douglas,15,1962-04
1924,Qtr 2,April,24,Over the English ChannelKLM Royal Dutch Airlines,Fokker F.IIIH NABS,Over the English ChannelKLM Royal Dutch Airlines,Unknown Operator,0,3,4,April,1924-04-24,3,0,0.0,1.0,3,Fokker,3,1924-04
1948,Qtr 2,April,24,Near Irkutsk RussiaAeroflot,Lisnov Li 2CCCP,Near Irkutsk RussiaAeroflot,Unknown Operator,0,29,4,April,1948-04-24,28,1,3.4482758620689653,0.9655172413793104,28,Lisnov,28,1948-04
1943,Qtr 2,April,4,North SeaBritish Overseas Airways,Lockheed C 56B LodestarG,North SeaBritish Overseas Airways,Unknown Operator,0,7,4,April,1943-04-04,7,0,0.0,1.0,7,Lockheed,7,1943-04
1945,Qtr 2,April,27,Washington D.C.Page Airways,Lockheed 18 LodestarNC33328,Washington D.C.Page Airways,Unknown Operator,0,13,4,April,1945-04-27,6,7,53.84615384615385,0.46153846153846156,6,Lockheed 18,6,1945-04
1948,Qtr 2,April,18,Territory of New GuineaNew Guinea Air Traders,Lockheed Hudson IIIAVH ALA,Territory of New GuineaNew Guinea Air Traders,Unknown Operator,0,37,4,April,1948-04-18,37,0,0.0,1.0,37,Lockheed Hudson,37,1948-04
1982,Qtr 2,April,30,Gulf of ThailandOkanagan Helicopters,Sikorsky S 76C,Gulf of ThailandOkanagan Helicopters,Unknown Operator,0,13,4,April,1982-04-30,13,0,0.0,1.0,13,Sikorsky,13,1982-04
1994,Qtr 2,April,14,Military U.S. Army,Sikorsky UH 60 / Sikorsky UH,Northern IraqMilitary - U.S. Army / Military U.S. Army,Unknown Operator,0,26,4,April,1994-04-14,26,0,0.0,1.0,26,Sikorsky,26,1994-04
1918,Qtr 2,April,7,German Navy,Zeppelin L 59 (airship)?,Over the MediterraneanMilitary - German Navy,Unknown Operator,0,23,4,April,1918-04-07,23,0,0.0,1.0,23,Zeppelin,23,1918-04
1951,Qtr 2,April,6,near,Douglas DC 3N63439,Refugio Pass near,California Barbara Santa Southwest Airways,0,22,4,April,1951-04-06,22,0,0.0,1.0,22,Douglas,22,1951-04
1994,Qtr 2,April,4,Netherlands,Saab 340BPH KSH,Amsterdam Netherlands,Cityhopper KLM,0,24,4,April,1994-04-04,3,21,87.5,0.125,3,Saab,3,1994-04
1994,Qtr 2,April,3,Nevada,Bell 206B3N27736,Lamoille Nevada,Inc. Services Aero El - Taxi Air,0,5,4,April,1994-04-03,5,0,0.0,1.0,5,Bell,5,1994-04
1971,Qtr 2,April,22,New,Beechcraft C35N144H,Manchester New,Aviaiton England HampshireNew,0,4,4,April,1971-04-22,4,0,0.0,1.0,4,Beechcraft,4,1971-04
1972,Qtr 2,April,17,New,Bell 47J 2N8467E,New York New,Helicopter YorkHelaire,0,3,4,April,1972-04-17,3,0,0.0,1.0,3,Bell,3,1972-04
1985,Qtr 2,April,16,New,Boeing B 727,Las Cruces New,Airlines MexicoAmerican,0,89,4,April,1985-04-16,0,89,100.0,0.0,0,Boeing,0,1985-04
1952,Qtr 2,April,5,New,Curtiss C 46F,New York New,Airlines YorkUS,3,2,4,April,1952-04-05,2,0,0.0,1.0,5,Curtiss,5,1952-04
1920,Qtr 2,April,11,New,Curtiss JN 4H44,Heller Field New,Service Mail Aerial JerseyUS,0,2,4,April,1920-04-11,1,1,50.0,0.5,1,Curtiss,1,1920-04
1920,Qtr 2,April,10,New,Curtiss R 4LM49,Newark New,Service Mail Aerial JerseyUS,0,2,4,April,1920-04-10,1,1,50.0,0.5,1,Curtiss,1,1920-04
1955,Qtr 2,April,4,New,Douglas DC 6N37512,Islip New,Lines Air YorkUnited,0,3,4,April,1955-04-04,3,0,0.0,1.0,3,Douglas,3,1955-04
1930,Qtr 2,April,18,New,Fairchild 71NC9148,Jersey City New,Airways Colonial JerseyCanadian,0,4,4,April,1930-04-18,4,0,0.0,1.0,4,Fairchild,4,1930-04
1933,Qtr 2,April,4,New,Goodyear Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New,Navy U.S. - JerseyMilitary,0,76,4,April,1933-04-04,73,3,3.9473684210526314,0.9605263157894737,73,Goodyear,73,1933-04
1986,Qtr 2,April,2,New,Lockheed HC 130P Hercules66,Near Magdalena New,Force Air U.S. - MexicoMilitary,0,11,4,April,1986-04-02,11,0,0.0,1.0,11,Lockheed,11,1986-04
1943,Qtr 2,April,22,New,Short S 23VH,Off Port Moresby New,GuineaQantas,0,31,4,April,1943-04-22,13,18,58.06451612903226,0.41935483870967744,13,Short,13,1943-04
1979,Qtr 2,April,18,New,Sikorsky S61 LN618PA,Newark New,Airways York JerseyNew,0,18,4,April,1979-04-18,3,15,83.33333333333334,0.16666666666666666,3,Sikorsky,3,1979-04
1936,Qtr 2,April,1,New,Stinson Model ANC15152,Pavillon New,Airlines YorkAmerican,0,2,4,April,1936-04-01,2,0,0.0,1.0,2,Stinson Model,2,1936-04
1960,Qtr 2,April,18,Newfoundland,Douglas C 124C Globemaster52,Stephenville Newfoundland,Force Air U.S. - Military,0,9,4,April,1960-04-18,9,0,0.0,1.0,9,Douglas,9,1960-04
1960,Qtr 2,April,5,Nicaragua,Curtiss C 46A,Siuna Nicaragua,Lanica,0,18,4,April,1960-04-05,2,16,88.88888888888889,0.1111111111111111,2,Curtiss,2,1960-04
1946,Qtr 2,April,22,Nicaragua,Lockheed 14 Super ElectraAN ACC,La Liberiad Nicaragua,TACA,0,21,4,April,1946-04-22,20,1,4.761904761904762,0.9523809523809523,20,Lockheed 14 Super,20,1946-04
1997,Qtr 2,April,16,Niger,Lockheed C 130H Hercules5U,Near Sorei Niger,Force Air Niger - Military,0,14,4,April,1997-04-16,14,0,0.0,1.0,14,Lockheed,14,1997-04
1995,Qtr 2,April,23,Nigeria,de Havilland Canada DHC 6 Twin Otter 3005N,Lagos Nigeria,Helicopters Bristow,0,9,4,April,1995-04-23,1,8,88.88888888888889,0.1111111111111111,1,de Havilland Canada,1,1995-04
1948,Qtr 2,April,10,Nigeria,Douglas DC 4F,Kano Nigeria,France Air,0,6,4,April,1948-04-10,1,5,83.33333333333334,0.16666666666666666,1,Douglas,1,1948-04
1960,Qtr 2,April,20,North,Fairchild F 27 / Cessna 310N2704R/N1807H,Hickory North,Private / Airlines CarolinaPiedmont,0,44,4,April,1960-04-20,4,40,90.9090909090909,0.09090909090909091,4,Fairchild,4,1960-04
1969,Qtr 2,April,15,North,Lockheed EC 121M135749,Off Chongjin North,Navy U.S. - KoreaMilitary,0,31,4,April,1969-04-15,31,0,0.0,1.0,31,Lockheed,31,1969-04
1987,Qtr 2,April,23,North,Swearingen SA 26TC Metro IIN505LB,Wilmington North,Commuter CarolinaAir-Lift,0,2,4,April,1987-04-23,2,0,0.0,1.0,2,Swearingen,2,1987-04
1946,Qtr 2,April,1,Northern,de Hvilland 89A Dragon RapideG AERZ,near Craigavad Northern,Ltd. Services Air IrelandRailway,0,6,4,April,1946-04-01,6,0,0.0,1.0,6,de Hvilland 89A Dragon,6,1946-04
1990,Qtr 2,April,12,Norway,de Havilland Canada DHC 6 Twin Otter 300LN,Off Vaeroy Norway,Flyveselksap Wideroe's,0,5,4,April,1990-04-12,5,0,0.0,1.0,5,de Havilland Canada,5,1990-04
1944,Qtr 2,April,21,Norway,Douglas DC 3D,Frederikstad Norway,Lufthansa Deutsche,0,20,4,April,1944-04-21,9,11,55.00000000000001,0.45,9,Douglas,9,1944-04
1963,Qtr 2,April,14,Norway,Vickers Viscount 759DTF ISU,Oslo Norway,Icelandair,0,12,4,April,1963-04-14,12,0,0.0,1.0,12,Vickers Viscount,12,1963-04
2016,Qtr 2,April,29,Norway CHC,Eurocopter EC225LP Super Puma M2+ LN OJF,Sorta Norway CHC,Service Helikopter,0,13,4,April,2016-04-29,13,0,0.0,1.0,13,Eurocopter EC225LP Super Puma M2+,13,2016-04
1921,Qtr 2,April,21,NYUS,De Havilland DH 4160,Mitchel Field NYUS,Service Mail Aerial,0,1,4,April,1921-04-21,1,0,0.0,1.0,1,De Havilland,1,1921-04
1921,Qtr 2,April,29,Ohio,De Havilland DH 4196,Cleveland Ohio,Service Mail Aerial US,0,1,4,April,1921-04-29,1,0,0.0,1.0,1,De Havilland,1,1921-04
1964,Qtr 2,April,18,Ohio,Fairchild C 119G / Fairchild C,Wilmington Ohio,Force Air US - Military,0,19,4,April,1964-04-18,17,2,10.526315789473683,0.8947368421052632,17,Fairchild,17,1964-04
1981,Qtr 2,April,7,Ohio,Learjet 23N400PG,Cincinnati Ohio,International Freedom,0,2,4,April,1981-04-07,1,1,50.0,0.5,1,Learjet,1,1981-04
1966,Qtr 2,April,22,Oklahoma,Lockheed 188C ElectraN183H,Near Ardmore Oklahoma,Airline Flyers American,0,98,4,April,1966-04-22,83,15,15.306122448979592,0.8469387755102041,83,Lockheed 18,83,1966-04
1990,Qtr 2,April,30,Unknown,Beechcraft C99C FGAW,Ship Sands Island ON,Canada Frontier Air,0,4,4,April,1990-04-30,1,3,75.0,0.25,1,Beechcraft,1,1990-04
2012,Qtr 2,April,20,Pakistan,Boeing 737 236AP,Islamabad Pakistan,Airlines Bhoja,0,127,4,April,2012-04-20,127,0,0.0,1.0,127,Boeing,127,2012-04
1990,Qtr 2,April,18,Panama,de Havilland Canada DHC 6 Twin Otter 200N187AS,Off Contadora Panama,Aeroperlas,0,22,4,April,1990-04-18,20,2,9.090909090909092,0.9090909090909091,20,de Havilland Canada,20,1990-04
2000,Qtr 2,April,29,Papua,Britten Norman BN,Bapi Papua,Aviation Coast GuineaNorth New,0,4,4,April,2000-04-29,4,0,0.0,1.0,4,Britten,4,2000-04
2016,Qtr 2,April,13,Papua,Britten Norman IslanderP2,Kiunga Papua,Aviation GuineaSunbird New,0,12,4,April,2016-04-13,12,0,0.0,1.0,12,Britten,12,2016-04
1992,Qtr 2,April,16,Papua,Embraer 110P1 BandeiranteP2 RDS,Near Goroka Papua,GuineaTalair New,0,15,4,April,1992-04-16,11,4,26.666666666666668,0.7333333333333333,11,Embraer 110P1,11,1992-04
2018,Qtr 2,April,17,Pennsylvania,Boeing 737 7H4N722SW,NW of Philadelphia Pennsylvania,Airlines Southwest,0,149,4,April,2018-04-17,1,148,99.32885906040269,0.006711409395973154,1,Boeing,1,2018-04
1936,Qtr 2,April,7,Pennsylvania,Douglas DC 2,Uniontown Pennsylvania,Air Western and Continental Trans,0,14,4,April,1936-04-07,12,2,14.285714285714285,0.8571428571428571,12,Douglas,12,1936-04
1956,Qtr 2,April,1,Pennsylvania,Martin 404N40403,Pittsburgh Pennsylvania,Airlines World Trans,0,36,4,April,1956-04-01,22,14,38.88888888888889,0.6111111111111112,22,Martin,22,1956-04
1991,Qtr 2,April,4,Pennsylvania,Piper Aerostar 601 / Bell 412SPN3645D / N78S,Marion Pennsylvania,Private,2,5,4,April,1991-04-04,5,0,0.0,1.0,7,Piper Aerostar 601 / Bell 412SPN3645D /,7,1991-04
1972,Qtr 2,April,20,Peru,Douglas C 47DOB,Near Moyobamba Peru,SATCO,0,6,4,April,1972-04-20,6,0,0.0,1.0,6,Douglas,6,1972-04
2005,Qtr 2,April,28,Peru,Let 410UVPEP 830,Pisco Peru,Peru Del Fuerza - Military,0,13,4,April,2005-04-28,13,0,0.0,1.0,13,Let,13,2005-04
1967,Qtr 2,April,2,Peru,Lockheed 18 LodestarN706G,Off Lima Peru,Airlines Caribbean,0,5,4,April,1967-04-02,5,0,0.0,1.0,5,Lockheed 18,5,1967-04
1966,Qtr 2,April,27,Peru,Lockheed 749A ConstellationOB R,Tomas Peru,LANSA,0,49,4,April,1966-04-27,49,0,0.0,1.0,49,Lockheed 749A,49,1966-04
2010,Qtr 2,April,21,Philippines,Antonov An 12BPUP,Pampanga Philippines,Airlines Interisland,0,6,4,April,2010-04-21,3,3,50.0,0.5,3,Antonov,3,2010-04
2000,Qtr 2,April,19,Philippines,Boeing B 737,Samal Island Philippines,Philippines Air,0,131,4,April,2000-04-19,131,0,0.0,1.0,131,Boeing,131,2000-04
1971,Qtr 2,April,15,Philippines,Douglas C 47A293246,Near San Jose Philippines,Force Air Philippine - Military,0,40,4,April,1971-04-15,39,1,2.5,0.975,39,Douglas,39,1971-04
1990,Qtr 2,April,26,Philippines,Douglas DC 3 (C,Near Manila Philippines,System Transport Aero Manila - MATS,0,24,4,April,1990-04-26,7,17,70.83333333333334,0.2916666666666667,7,Douglas,7,1990-04
1967,Qtr 2,April,27,Philippines,Fokker F 27 Friendship 400PK,Malaybalay Philippines,Service Air Pelita,0,21,4,April,1967-04-27,19,2,9.523809523809524,0.9047619047619048,19,Fokker,19,1967-04
1970,Qtr 2,April,21,Philippines,Hawker Siddeley HS 748,Manila Philippines,Lines Air Philippine,0,36,4,April,1970-04-21,36,0,0.0,1.0,36,Hawker Siddeley,36,1970-04
1969,Qtr 2,April,2,Poland,Antonov AN 24VSP,Zawoja Poland,Airlines Polish Lot,0,53,4,April,1969-04-02,53,0,0.0,1.0,53,Antonov,53,1969-04
1952,Qtr 2,April,11,Puerto,Douglas DC 4N88899,North of San Juan Puerto,Airways World American RicoPan,0,69,4,April,1952-04-11,52,17,24.637681159420293,0.7536231884057971,52,Douglas,52,1952-04
1969,Qtr 2,April,7,Quebec,Vickers 757 ViscountCF THK,Sept-Îles Quebec,Canada Air Canada,0,21,4,April,1969-04-07,1,20,95.23809523809523,0.047619047619047616,1,Vickers 757,1,1969-04
1980,Qtr 2,April,14,Russia,Antonov AN 24BCCCP,Krasnoyarsk Russia,Aeroflot,0,53,4,April,1980-04-14,2,51,96.22641509433963,0.03773584905660377,2,Antonov,2,1980-04
1970,Qtr 2,April,1,Russia,Antonov AN 24VCCCP,Novosibirsk Russia,Aeroflot,0,45,4,April,1970-04-01,45,0,0.0,1.0,45,Antonov,45,1970-04
1981,Qtr 2,April,28,Russia,Antonov An 2TP CCCP,Batagay Russia,Aeroflot,0,12,4,April,1981-04-28,12,0,0.0,1.0,12,Antonov,12,1981-04
2012,Qtr 2,April,2,Russia,ATR 72 201VP,Tyumen Russia,UTAir,0,43,4,April,2012-04-02,33,10,23.25581395348837,0.7674418604651163,33,ATR,33,2012-04
1978,Qtr 2,April,20,Russia,Boeing B 707,Near Murmansk Russia,Airlines Korean,0,109,4,April,1978-04-20,2,107,98.1651376146789,0.01834862385321101,2,Boeing,2,1978-04
1963,Qtr 2,April,4,Russia,Ilyushin IL 18 CCCP,Tatarstan Russia,Aeroflot,0,67,4,April,1963-04-04,67,0,0.0,1.0,67,Ilyushin,67,1963-04
